United	Unite	451	350	VBN 
Patent	Patent	1072	351	NN 
Patent	Patent	1839	376	NN 
et	et	662	466	FW 
Date	Date	1839	462	NN 
DOOR	DOOR	476	727	NN 
SANITATION	SANITATION	646	727	NN 
SYSTEM	SYSTEM	976	727	NN 
Bono	Bono	2271	729	FW 
Tom	Tom	711	842	NN 
Julius	Julius	2270	836	NN 
MT	MT	985	905	NN 
Mary	Mary	1352	903	NN 
Lu	Lu	2271	1056	NN 
et	et	2336	1058	FW 
Subject	Subject	711	1138	NN 
term	term	1326	1144	NN 
cited	cite	1703	1135	VBN 
examiner	examiner	1886	1135	NN 
patent	patent	710	1205	NN 
extended	extend	912	1199	VBN 
adjusted	adjust	1183	1199	VBN 
ary	ary	1762	1236	NN 
ABSTRACT	ABSTRACT	2130	1371	JJ 
door	door	1713	1474	NN 
sanitation	sanitation	1826	1474	NN 
system	system	2044	1480	NN 
reducing	reduce	2283	1474	VBG 
transmission	transmission	2563	1474	NN 
potentially	potentially	1659	1535	RB 
harmful	harmful	1892	1535	JJ 
bacteria	bacterium	2301	1535	NNS 
viruses	virus	2563	1535	NNS 
Prior	Prior	699	1586	RB 
Publication	Publication	830	1586	NN 
Data	Data	1096	1586	NNS 
physical	physical	1659	1594	NN 
contact	contact	1852	1600	NN 
door	door	2404	1595	NN 
sanitation	sanitation	2520	1594	NN 
system	system	2739	1600	NN 
includes	include	1660	1655	VBZ 
dispenser	dispenser	2038	1655	NN 
attached	attach	2247	1655	VBN 
base	base	2560	1655	NN 
supply	supply	1773	1715	NN 
trash	trash	2255	1715	NN 
receptacle	receptacle	2366	1715	NN 
attached	attach	2587	1715	VBN 
towels	towel	1879	1776	NNS 
dispenser	dispenser	2263	1776	NN 
preferably	preferably	2554	1776	RB 
rated	rate	1660	1835	VBN 
disinfecting	disinfect	1923	1835	VBG 
preparing	prepare	2507	1835	VBG 
leave	leave	2773	1835	NN 
Field	Field	476	1905	NN 
door	door	2025	1896	NN 
user	user	2610	1909	NN 
removes	remove	2708	1909	VBZ 
towel	towel	1900	1957	NN 
dispenser	dispenser	2210	1957	NN 
positions	position	2498	1957	NNS 
towel	towel	2768	1957	NN 
interior	interior	1905	2017	NN 
portion	portion	2079	2017	NN 
user	user	2680	2030	NN 
engages	engage	1660	2091	VBZ 
portion	portion	1886	2078	NN 
door	door	2202	2078	NN 
hand	hand	2540	2078	NN 
References	Reference	763	2140	NNS 
Cited	Cite	1017	2140	VBN 
towel	towel	1661	2137	NN 
positioned	position	1790	2137	VBN 
towel	towel	2588	2137	NN 
engages	engage	2717	2150	VBZ 
portion	portion	1731	2198	NN 
door	door	2015	2199	NN 
door	door	2308	2198	NN 
disinfecting	disinfect	2640	2198	VBG 
