United	Unite	451	350	VBN 
Patent	Patent	1072	351	NN 
Patent	Patent	1839	376	NN 
Date	Date	1839	462	NN 
BRAIN	BRAIN	476	727	NN 
INJURY	INJURY	655	727	NN 
DIAGNOSTIC	DIAGNOSTIC	861	727	JJ 
SYSTEM	SYSTEM	1208	727	NN 
et	et	2457	732	FW 
Jones	Jones	2270	784	NNS 
et	et	2387	787	FW 
ND	ND	859	905	NN 
Subject	Subject	711	1018	NN 
term	term	1326	1024	NN 
patent	patent	710	1085	NN 
extended	extend	912	1079	VBN 
adjusted	adjust	1183	1079	VBN 
cited	cite	1703	1090	VBN 
examiner	examiner	1886	1090	NN 
Primary	Primary	1656	1188	NN 
Robinson	Robinson	2242	1186	NN 
ABSTRACT	ABSTRACT	2130	1345	JJ 
Prior	Prior	699	1465	RB 
Publication	Publication	830	1465	NN 
Data	Data	1096	1465	NNS 
brain	brain	1710	1446	NN 
injury	injury	1830	1446	NN 
diagnostic	diagnostic	1969	1446	JJ 
system	system	2194	1452	NN 
providing	provide	2425	1446	VBG 
quick	quick	2678	1446	JJ 
accurate	accurate	1662	1513	JJ 
assessment	assessment	1849	1513	NN 
various	various	2153	1507	JJ 
accident	accident	2324	1507	NN 
scenarios	scenario	2512	1507	NNS 
accurate	accurate	1889	1573	JJ 
brain	brain	2081	1567	NN 
injury	injury	2211	1567	NN 
invention	invention	2689	1567	NN 
includes	include	1661	1628	VBZ 
process	process	1916	1641	NN 
collecting	collect	2138	1628	VBG 
data	data	2351	1628	NNS 
accident	accident	2576	1628	NN 
site	site	2755	1628	NN 
Related	Relate	617	1670	VBN 
Application	Application	903	1670	NN 
Data	Data	1176	1670	NNS 
emergency	emergency	1837	1702	NN 
entering	enter	2208	1689	VBG 
collected	collect	2467	1689	VBN 
data	data	2664	1689	NNS 
Provisional	Provisional	476	1735	JJ 
application	application	700	1735	NN 
filed	file	1246	1735	VBN 
transferring	transfer	1882	1748	VBG 
collected	collect	2218	1748	VBN 
data	data	2419	1748	NNS 
central	central	2621	1748	NN 
puting	pute	1659	1809	NN 
facility	facility	1802	1809	NN 
communication	communication	2162	1809	NN 
conducting	conduct	2655	1809	NN 
biomechanical	biomechanical	1696	1869	NN 
analysis	analysis	2010	1869	NN 
collected	collect	2319	1869	VBN 
data	data	2517	1869	NNS 
central	central	2742	1869	NN 
computing	compute	1660	1930	NN 
determining	determine	2078	1930	VBG 
results	result	2432	1930	NNS 
Field	Field	476	2002	NN 
transferring	transfer	2047	1989	VBG 
results	result	2385	1989	NNS 
displaying	display	1752	2050	VBG 
results	result	2060	2050	NNS 
computer	computer	2372	2056	NN 
monitor	monitor	2581	2050	NN 
computer	computer	1660	2117	NN 
preferably	preferably	1878	2111	RB 
